full	word_form	original_word_form	complete_word_form_adjusted	ja	reference	first_part	several_hits	country_corpus	speakers_nasjonality 	comments	sentence	free_standing	type_comment	obligatory	discourse_marker	sentence_position	clause_position	position	with_conjunction	conjunction	comma	in_total	listing	nachfolgend_komplett	with_pronoun	negation	continuation_declarative_sentence	wie_xzy_ist/sind	EH-type	beischeid_wissen	xzy_besser_wissen	genauso_wissen	alles_wissen	xzy_sowieso_wissen	schon_wissen	zuviel_wissen	selber_wissen			
"Überall ist es besser, wo wir nicht sind: Utopische Versprechungen in Gestalt eines Traums von der Ferne stehen am Anfang von Bernhard Weirathers Ikarus. Bilder von Postkarten-Paradiesen und entsprechende Zeilen - ""Ich bin jetzt in Hawaii, weißt eh, die Insel der Träume"" - kollidieren unvermittelt mit der Aufnahme der U-Bahn am Wiener Donaukanal: Bevor man sich in der Fremde zurechtfinden kann, muß man sich eventuell seines Standorts zu Hause rückversichern. Die schnellen Schnittfolgen, mit denen Ikarus beginnt, machen klar: Das ist ein Film über jemand, der abheben will. Die Lettern des Titels sprechen aber eine andere Sprache: Noch während sie sich zu drehen beginnen, verblassen sie schon, die spätere Aussage eines (P02/APR.02040 Die Presse, 20.04.2002, S. 19; Abheben und wegfliegen, wenn auch nur einmal )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P02		AT			Ich bin jetzt in Hawaii, weißt eh, die Insel der Träume	0	eingebettet	0	1	middle	if	middle	0		0	complete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Was wirklich geschehen war, flüsterte Dagi ihrem Gatten nächtens ins Ohr, worin sich, was sie nicht wissen konnte, eine Hochleistungswanze des britischen Geheimdienstes M15 befand: ""Schatzi, weißt eh, halt Liebesgeschichten und Heiratssachen . . .""  (P05/APR.02880 Die Presse, 20.04.2005, S. 32; Dagmar Kollers Geheimmission )"	weisst eh	weißt eh	weibt eh	0	Die Presse	P05		AT			Schatzi, weißt eh, halt Liebesgeschichten und Heiratssachen . . .	0	eingebettet	0	1	middle	if	middle	0		0	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Eine Runde seiner alten Freunde saß beisammen, um über Toni Fritsch, den Kicker, Freekicker und Menschen zu reden. ""I kann mi no genau erinnern, wie's war damals. Der Körner Robert hat g'sagt, i soll nach Petronell fahren, den Fritsch Toni abholen, der is no a Bua. I bin mit der Dampflok hin, langsam, weißt eh, langsam. Über a Stund'. Und dort hab' i nach ihm g'fragt, i hab ihn ja net kennt, den Toni"", schilderte Weggefährte Franz Hasil, wie es zur ersten Begegnung der Rapid-Buben aus Schwechat und Petronell gekommen war.  (P05/SEP.02110 Die Presse, 15.09.2005, S. 9; A klasser Bursch, a Mensch )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P05		AT			I bin mit der Dampflok hin, langsam, weißt eh, langsam.	0	eingebettet	0	1	middle	middle	middle	0		0	complete		repetition	0		0	0		0	0	0	0	0	0	0	0	0		
" Kaum hatte Hannes Kartnig vor dem 2:2 gegen Rapid im Fernsehen nochmals betont, dass er als Sturm-Präsident im November definitiv nicht mehr kandidieren werde, stellte sich jeder die Frage: Fußball ohne Kartnig und Kartnig ohne Fußball und Sturm, für ihn wie eine Droge? ""Geh wo"", sagte er, ""es gibt ja Entzug. Und meine VIP-Kart'n als Sponsor hab' ich immer noch!"" Beweggründe, warum sich das präsidiale Schwergewicht zurückzieht? ""Weißt eh, der Ärger geht auf den Körper, ab einem gewissen Alter musst auf die Gesundheit schauen. Und die Frau, der ich mich mehr widmen werd'."" Wenn er im November, obschon mit ""kleinem Minus, aber bei weitem keiner Million"", den SK Sturm an Nachfolger übergebe, hätten Beckmesser (""Die hab' ich nie vergessen, mir immer gemerkt"") die Chance, es besser zu machen. Wie der ewige Kritiker Fuchs, ein Firmen-Prokurist. (P05/SEP.03127 Die Presse, 22.09.2005, S. 10; ""Fußball wurde zum Teufelsgeschäft"" )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P05		AT		antw	Weißt eh, der Ärger geht auf den Körper, ab einem gewissen Alter musst auf die Gesundheit schauen. 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
" Besser gesagt: Die Hände ins Wasser halten, um eine Karriere mit vielen Highlights ins Trockene zu bringen. Wie das? ""Ich hab' bis Mitte 20 in einer Polyester-Fabrik gearbeitet, kein Zuckerschlecken! Und immer wieder - Hände rein ins Wasser. Jetzt schau ich, dass ich Wasser vermeiden kann."" Klammer konnte sich einen Seitenhieb nicht verkneifen. ""Weißt eh - Montag hat er einen Ball ins Wasser g'schossen."" Es war halb so schlimm . . . (P06/JUN.00908 Die Presse, 08.06.2006, S. 14; ""Wo das Herz passt, geht alles!"" )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P06		AT			Weißt eh - Montag hat er einen Ball ins Wasser g'schossen.	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Sehr geehrter Herr Präsident, lieber Freund! Es ist mir unangenehm, mich auf diesem Wege an Sie, also an Dich, zu wenden. Zumal es derzeit nicht leicht ist, ein Freund der Wiener Polizei zu sein. Erst gestern hat man mir den dunkelgrünen Jaguar X-Type zerkratzt. Weißt eh, der, den der Krchov nicht wollte, weil er keine Sitzheizung hat. Vandalen! Dabei hab' ich das Vereinspickerl eh schon halb-halb abgekratzt gehabt. Egal, der Grund, warum ich mich an Sie, also an Dich wende, ist dieser: Nach dem letzten Mal beim Heurigen - Sie, also Du, erinnern sich, Dich, wurscht, jedenfalls der Herr Hofrat, Faustwatschen-Branko, Du und ich, Gott, waren wir fett, haha, wo war ich? (P07/OKT.04656 Die Presse, 31.10.2007, S. 41; So unter uns (I) )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P07		AT			Weißt eh, der, den der Krchov nicht wollte, weil er keine Sitzheizung hat	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"Schließlich nimmt ein alter Herr ""seinen Herwig"" mit besorgter Mine an der Hand und fragt: ""Jetzt sag' einmal, wie geht's dir denn eigentlich?"" Van Staa seufzt kurz und antwortet: ""Schlecht. Schlecht geht's mir. Weißt eh, der Wahlkampfstress. Und vor allem der Dinkhauser, der macht mir schon Sorgen."" Gastkommentar zur Tirol-Wahl Seite 41  (P08/JUN.00155 Die Presse, 03.06.2008, S. 4; ÖVP-Landeschef bangt: ""Unter 40 Prozent wird's schwierig"" )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P08		AT			Weißt eh, der Wahlkampfstress. 	0	eingebettet	0	1	initial	initial	initial	0		0	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"tigerlilly90: Jo, d'Mali @KX3 und i waren gemeinsam . . oida, da waren so viele leudz, drum samma gemeinsam in so a ding . . . weißt eh, was i mein . . . in die kantine einigangen. Die ham nachher alle so komisch gschaut, wie ma die zettln in des box-dings ghaut haum. sweedie16: hobts ihr in namen eh draufgschriebn?  (P08/JUN.02235 Die Presse, 16.06.2008, S. R3; 2 young - 2 bled?! )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P08		AT			oida, da waren so viele leudz, drum samma gemeinsam in so a ding . . . weißt eh, was i mein . . . in die kantine einigangen. 	0	eingebettet	1	0				0		0				0		was	0		0	0	0	0	0	0	0	0	0		
" Doch da - ein Schock: ""13. 09. 1958: wird Peter Wirnsberger geboren."" Peter Wirnsberger 50! Als wäre es gestern, erinnern wir uns an tollkühne Sprünge in den Kitzbühler Zielhang, schneidige Hocken durch die Kompression und einige gar nicht so unoriginelle Interviews. Der Kollege zwei Schreibtische weiter, ein flotter Mittzwanziger, blickte ob unseres Entsetzensschreies erstaunt auf. ""Peter wer?"", fragte er. ""Na, weißt eh, der Wirnsberger, aber der Einser, der Zweier ist ja tödlich verunglückt"", antworteten wir. ""Ach, da gab es zwei davon?"", fragte er. Da ahnten wir, dass sich eine Generationenkluft zwischen uns auftut. Die Probe aufs Exempel: ""Kennst du Sigrid Wolf (Skifahrerin, Anm. d. Red.)?"" Kopfschütteln. ""Peter Marizzi (kein Skifahrer, aber sonst ein flotter Typ)?"" Die Jungen kennen ihn nicht mehr. G (P. S. Am 30. August wird Jean-Claude Killy 65. Soll auch ein Skifahrer gewesen sein. (P08/JUL.02358 Die Presse, 19.07.2008, S. 39; Peter wer? )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P08		AT			Na, weißt eh, der Wirnsberger, aber der Einser, der Zweier ist ja tödlich verunglückt	0	eingebettet	0	1	initial	initial	initial	0	na	w,	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
"""Man merkt schon, dass es mit dem Jörg an der Spitze leichter ist, die Leute zu mobilisieren"", sagt Max Walch. Der gefühlten Aufbruchsstimmung zum Trotz ist die Rückkehr des BZÖ-Gründers an die Parteispitze nicht das Gesprächsthema Nummer eins. Am heißesten wird ausgerechnet über den Wahlkampfauftakt der FPÖ diskutiert, den diese gerade in Linz begangen hat. Kalauer wie ""Was ,HC' heißt, weißt eh, oder? - Haider-Kopie!"" machen die Runde. Bis Sattledt hat sich der 50-Sitzer beinahe bis auf den letzten Platz gefüllt.  (P08/SEP.00140 Die Presse, 02.09.2008, S. 6; Haider-Fans auf großer Fahrt )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P08	II	AT		frage	Was ,HC' heißt, weißt eh, oder? - Haider-Kopie!	0	eingebettet	1	0				0		0				0		was	0		0	0	0	0	0	0	0	0	0		
"Beatrix Karl ""sudere"", ""fasle"" und sei ""wo ang'rennt"", befand Michael Häupl - zur Empörung der ÖVP. Häupl (die Melodie von ""Hard to say, I'm sorry"" pfeifend): Also gut, meinetwegen entschuldige ich mich halt. Oder besser gesagt: deinetwegen. Faymann: Aber es muss ehrlich und aufrichtig klingen. Weißt eh, die sind ja so sensibel bei der ÖVP. Und einen Wirbel kann ich jetzt echt nicht gebrauchen. Verstehst du doch, oder? Häupl: Na sicher. Dann ruf ich jetzt einfach bei der APA an und sag denen: ""Wenn sich de blede Funsn gekränkt fühlt, dann tut es mir leid und ich entschuldige mich."" Faymann: Michl - tu einmal tief durchatmen, denk an was Schönes und probier es dann noch einmal. (P10/SEP.02290 Die Presse, 17.09.2010, S. 31; Entschuldigung! )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P10		AT			Weißt eh, die sind ja so sensibel bei der ÖVP. 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Jetzt könnte man im konsequenten Weiterdenken des ""Weißt eh, wie's is'"" zur Feststellung gelangen, dass es doch eh wurscht is', dass doch eh ois passt, und dass es uns doch eh allen gut geht. Aber ganz so einfach ist das nicht. Denn: Wenn andere als journalistische Kriterien entscheiden, was medial wie gespielt wird, wer gelobt, wer kritisiert oder gar fertiggemacht wird, was zum Thema gemacht und was verschwiegen wird, dann ist es mit der Pressefreiheit zu Ende. (P11/JUL.02241 Die Presse, 17.07.2011, S. 46; Medien und Politik: Weißt doch eh, wie's is' )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P11		AT			"Jetzt könnte man im konsequenten Weiterdenken des ""Weißt eh, wie's is'"" zur Feststellung gelangen, dass es doch eh wurscht is', dass doch eh ois passt, und dass es uns doch eh allen gut geht. "	0	eingebettet	1	0				0		0				0		wie	1		0	0	0	0	0	0	0	0	0		
"wird, was zum Thema gemacht und was verschwiegen wird, dann ist es mit der Pressefreiheit zu Ende. Und das ist ein Problem für die Demokratie. Insofern ist Gerhard Zeilers Absage der Kandidatur für den Posten des ORF-Generals mehr als bedauerlich. Denn gerade der ORF als Leitmedium dieses Landes hätte unter einer selbstbewussten, kompetenten Führung die Chance, das politische Joch abzuwerfen und Standards der Unabhängigkeit und journalistischen Ethik zu setzen. Aber weißt eh, wie's is' . . . (P11/JUL.02241 Die Presse, 17.07.2011, S. 46; Medien und Politik: Weißt doch eh, wie's is' )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P11		AT			Aber weißt eh, wie's is' . 	0	eingebettet	1	0				1	aber	C				0		wie	1		0	0	0	0	0	0	0	0	0		
" Ohne eine Antwort abzuwarten, betritt FRAU 2 das Zimmer, geht zur Couch, begrüßt FRAU 1 mit Wangenküssen, schenkt sich, dabei interessiert auf den Bildschirm blickend, Wein und Wasser ein und setzt sich ebenfalls.) FRAU 2: Schon was los? FRAU 1: Nix. (Kurze Pause) FRAU 2: Das ist so lieb von dir, dass ich bei dir schauen darf. Weil bei uns, brauchen wir nicht reden . . . Dabei wollt ich genau das Gleiche damals, aber der Albert, weißt eh, bei allem immer, zu teuer, zu teuer, brauchen wir nicht, brauchen wir nicht. FRAU 1: Sei froh, dass du ihn los bist. Du warst viel zu geduldig mit ihm. Ich hab dem Ernstl von Anfang an gesagt, kommt überhaupt nicht in Frage. Du bist den ganzen Tag im Büro, aber ich sitz da allein bei meinem Computer, und niemand weiß, was da sonst für Leut wohnen in der Siedlung. (P12/AUG.00419 Die Presse, 04.08.2012, S. 36; Personen: FRAU 1 (ca. 30) FRAU 2 (ca. 30) MANN (ca. 40)... )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P12		AT			Dabei wollt ich genau das Gleiche damals, aber der Albert, weißt eh, bei allem immer, zu teuer, zu teuer, brauchen wir nicht, brauchen wir nicht. 	0	eingebettet	0	1	middle	if	middle	0		0	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
" (Pause) FRAU 2: Weißt du eigentlich, hat er was? FRAU 1: Weiß nicht. FRAU 2: Tut er was? FRAU 1: Weiß nicht. (Pause) FRAU 2: Ich hoff, er tut was. Weil tut er was, hat er was. FRAU 1: Schon, aber weißt eh: Hat er was, tut er nix. Und tut er nix, hat er nix. FRAU 2: Schon. Aber hat er nix, tut er was. Und tut er was, hat er was. FRAU 1: Schon, aber - . . . (Sie verstummt, nimmt eine Zigarette aus der Packung, hält Ausschau nach dem Feuerzeug, findet es nicht, steht auf und geht, ohne sich vom Bildschirm abzuwenden, zur Kommode, auf der es liegt. (P12/AUG.00419 Die Presse, 04.08.2012, S. 36; Personen: FRAU 1 (ca. 30) FRAU 2 (ca. 30) MANN (ca. 40)... )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P12		AT			Schon, aber weißt eh: Hat er was, tut er nix. 	0	eingebettet	0	1	middle	initial	middle	1	aber	,c	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"G ewisse Kreise sollen sich ja über nichts anderes unterhalten als darüber, wer wo wie aufgesperrt hat, wer sich wo welche Auszeichnung erkocht hat und welches Stockholmer, New Yorker oder Tokioter Restaurant zur Zeit alle anderen in den Schatten stelle. Als Ausweis des Wahrhaftig-dort-gewesen-Seins werden dann gern der beste Tisch (""der zweite links am Fenster, aber nicht ganz am Fenster, weißt eh, welchen ich mein"") oder die Tücken des Wasserhahns auf der Toilette erwähnt. Man kennt die besten Hotels in der Nähe diverser Spitzenrestaurants, selbst wenn sie sich in Lima oder Mexico City befinden sollten, und kann im Idealfall auch einen Taxifahrer des Vertrauens empfehlen. Falls Sie solche Leute kennen oder sich selbst zu der Spezies der international umtriebigen Foodies mit Hang zum Name-Dropping zählen, lesen Sie bitte weiter. (P12/OKT.01503 Die Presse, 12.10.2012, S. 60,61; Raten für Fortgeschrittene )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P12		AT			der zweite links am Fenster, aber nicht ganz am Fenster, weißt eh, welchen ich mein	0	eingebettet	1	0				0		0				0		welchen	0		0	0	0	0	0	0	0	0	0		
"Ach was, Professor, sagt der Mahrhansi. Weißt eh, wie das ist. In Österreich kann man so einen Titel ab einem gewissen Alter nicht vermeiden! (P13/JUL.01543 Die Presse, 13.07.2013, S. 31,32; Es war kurz nach meinem 50. Geburtstag. Dieser Tag markiert das... )"	weisst eh	weißt eh	weibt eh	1	Die Presse	P13		AT			Weißt eh, wie das ist. 	0	eingebettet	1	0				0		0				0		wie	1		0	0	0	0	0	0	0	0	0		
"Programm von uns beiden."" Antwort: ""Najaaa, weißt eh, der Maurer  (FLT01/JAN.00022 Falter, 10.01.2001, S. 20; ""Mach a lustigs Gsicht"" )"	weisst eh	weißt eh	weibt eh	1	Falter	FLT01		AT			Najaaa, weißt eh, der Maurer  	0	eingebettet	0	1	middle	if	middle	0	naja	c,	incomplete		incomplete	0		0	0		0	0	0	0	0	0	0	0	0		
" ""Weil mir fad ist und ich hier überlege, wo ich als Nächstes hingehe"", so die Antwort auf die Frage, warum er vorbeischaue. ""Jetzt aber Ruhe"", ruft der Friseur und klappert mit der Schere. Dabei meint er weniger die laute Salonbeschallung von FM4 als vielmehr sich selbst. Er und sein nächster Kunde, Regisseur Bernd Jeschek, müssen sich jetzt nämlich auf den auszuführenden Haarschnitt konzentrieren. Beide. Und darum Ruhe, bitte. ""Weißt eh, ich bin sein Leibfriseur"", meint Joham noch schelmisch zwinkernd. ""Und Haare schneiden kann ich auch.""  (FLT02/MAR.00129 Falter, 13.03.2002, S. 68; Schneiden kann ich auch )"	weisst eh	weißt eh	weibt eh	1	Falter	FLT02		AT			Weißt eh, ich bin sein Leibfriseur	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"TRAURIG SEIN Weißt eh, dass kein Grund ist. Weißt eh, dass es weitergeht. Weißt eh, dass du nicht allein da bist. Sondern viele wie du. Die warten, bis der Sturm weiterzieht, bis das Herzerl ruhiger geht und die Augen wieder trocknen. Schaust beim Fenster raus, kannst sie alle spüren. Zündest ein Kerzerl an und stellst es ins Fenster, damit alle in der Straßen sehen, dass du noch da bist. (FLT05/SEP.00008 Falter, 07.09.2005, S. 8; STEIRERBRAUCH )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT05		AT			Weißt eh, dass kein Grund ist. 	0	eingebettet	1	0				0		0				1		dass	0		0	0	0	0	0	0	0	0	0		
"TRAURIG SEIN Weißt eh, dass kein Grund ist. Weißt eh, dass es weitergeht. Weißt eh, dass du nicht allein da bist. Sondern viele wie du. Die warten, bis der Sturm weiterzieht, bis das Herzerl ruhiger geht und die Augen wieder trocknen. Schaust beim Fenster raus, kannst sie alle spüren. Zündest ein Kerzerl an und stellst es ins Fenster, damit alle in der Straßen sehen, dass du noch da bist. Dass sie dir nicht wieder die Rettung schicken, nur weilst zwei Tage nicht im Stüberl warst. (FLT05/SEP.00008 Falter, 07.09.2005, S. 8; STEIRERBRAUCH )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT05		AT			Weißt eh, dass es weitergeht. 	0	eingebettet	1	0				0		0				1		dass	0		0	0	0	0	0	0	0	0	0		
"TRAURIG SEIN Weißt eh, dass kein Grund ist. Weißt eh, dass es weitergeht. Weißt eh, dass du nicht allein da bist. Sondern viele wie du. Die warten, bis der Sturm weiterzieht, bis das Herzerl ruhiger geht und die Augen wieder trocknen. Schaust beim Fenster raus, kannst sie alle spüren. Zündest ein Kerzerl an und stellst es ins Fenster, damit alle in der Straßen sehen, dass du noch da bist. Dass sie dir nicht wieder die Rettung schicken, nur weilst zwei Tage nicht im Stüberl warst. (FLT05/SEP.00008 Falter, 07.09.2005, S. 8; STEIRERBRAUCH )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT05		AT			Weißt eh, dass du nicht allein da bist. 	0	eingebettet	1	0				0		0				1		dass	0		0	0	0	0	0	0	0	0	0		
" Umso bemühter versucht sie den Eindruck zu vermitteln, völlig ausgebucht zu sein. Auf die Frage nach einem längeren Interview erklärte sie vergangene Woche am Telefon: ""Nein, das geht sich diese Woche leider überhaupt nicht aus."" Wobei die angebliche Überbeschäftigung nicht der einzige Grund gewesen sein dürfte: ""Wegen dem Termin oder was?"", war nach Abschluss des kurzen Telefonats eine Männerstimme im Hintergrund zu hören. ""Ja, Falter, weißt eh"", antwortete Winter. Im Hintergrund: ""Na, das kannst nicht machen diese Woche!"" Winter: ""Naa, weiß ich eh.""  (FLT08/APR.00243 Falter, 09.04.2008, S. 6; Rascher Prozess )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT08		AT		antw	"Ja, Falter, weißt eh"", antwortete Winter."	0	eingebettet	0	1	final	final	final	0		0	incomplete			0		0	0		0	0	0	0	0	0	0	0	0		
"dm beschäftige sich vor allem mit den Themen Schönheit und Gesundheit. Und diese seien sehr von gesellschaftlichen Konventionen geprägt, so Strassner. ‘Wenn du schön sein willst, musst du dieses tun, wenn du fit sein willst musst du jenes machen — wir sagen: Du weißt eh selber, wobei es dir gutgeht.’  (FLT10/FEB.00449 Falter, 24.02.2010, S. 22; Mediaforschung )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT10		AT			Du weißt eh selber, wobei es dir gutgeht.	0	eingebettet	1	0				0		0				1		wobei	0		0	0	0	0	0	0	0	1	0		
"Erwin Pröll: Da fällt mir ein: Wann gehen wir denn wieder zum Heurigen? Weißt eh, wir sollten noch über den Flughafen reden ... (FLT10/DEZ.00512 Falter, 22.12.2010, S. b9; Michael Häupl )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT10		AT			Weißt eh, wir sollten noch über den Flughafen reden ... 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
"Du weißt eh schon alles.  (FLT11/MAR.00482 Falter, 16.03.2011, S. d8; Studium Abbrechen? )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT11		AT			Du weißt eh schon alles.  	0	eingebettet	1	0				0		0				1		0	0		0	0	0	1	0	0	0	0	0		
"Weißt eh, es ist wegen der Kinder (FLT11/OKT.00738 Falter, 27.10.2011, S. 46; Weißt eh, es ist wegen der Kinder )"	weisst eh	weißt eh	weibt eh	0	Falter	FLT11		AT			Weißt eh, es ist wegen der Kinder 	0	eingebettet	0	1	initial	initial	initial	0		0	complete		complete	0		0	0		0	0	0	0	0	0	0	0	0		
